date,option_name,underlying_name,close,fclose,strike,expiry,iv,option_type,timeframe
2025-10-29 09:15:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,186.2000,26186.0000,25950,2025-11-18 00:00:00,12.0361,p,1
2025-10-29 09:16:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,186.3500,26180.5000,25950,2025-11-18 00:00:00,11.9543,p,1
2025-10-29 09:17:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,190.1500,26163.4000,25950,2025-11-18 00:00:00,11.8428,p,1
2025-10-29 09:18:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,194.5500,26160.0000,25950,2025-11-18 00:00:00,11.9789,p,1
2025-10-29 09:19:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,194.5500,26155.0000,25950,2025-11-18 00:00:00,11.8966,p,1
2025-10-29 09:20:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,194.5500,26161.0000,25950,2025-11-18 00:00:00,11.9958,p,1
2025-10-29 09:21:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,201.6500,26145.0000,25950,2025-11-18 00:00:00,12.0386,p,1
2025-10-29 09:22:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,202.7500,26144.3000,25950,2025-11-18 00:00:00,12.0747,p,1
2025-10-29 09:23:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,201.9500,26145.9000,25950,2025-11-18 00:00:00,12.0671,p,1
2025-10-29 09:24:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,196.6000,26164.6000,25950,2025-11-18 00:00:00,12.1452,p,1
2025-10-29 09:25:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,196.8500,26165.0000,25950,2025-11-18 00:00:00,12.1629,p,1
2025-10-29 09:26:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,190.0000,26175.4000,25950,2025-11-18 00:00:00,12.0339,p,1
2025-10-29 09:27:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,190.0000,26182.1000,25950,2025-11-18 00:00:00,12.1427,p,1
2025-10-29 09:28:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,187.0500,26188.0000,25950,2025-11-18 00:00:00,12.1084,p,1
2025-10-29 09:29:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,187.0500,26182.0000,25950,2025-11-18 00:00:00,12.0120,p,1
2025-10-29 09:30:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,187.0000,26189.9000,25950,2025-11-18 00:00:00,12.1371,p,1
2025-10-29 09:31:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,185.7000,26195.0000,25950,2025-11-18 00:00:00,12.1617,p,1
2025-10-29 09:32:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,187.8500,26181.0000,25950,2025-11-18 00:00:00,12.0316,p,1
2025-10-29 09:33:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,188.0000,26179.8000,25950,2025-11-18 00:00:00,12.0190,p,1
2025-10-29 09:34:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,188.0000,26165.3000,25950,2025-11-18 00:00:00,11.7835,p,1
2025-10-29 09:35:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,195.0000,26155.0000,25950,2025-11-18 00:00:00,11.9195,p,1
2025-10-29 09:36:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,196.5000,26144.9000,25950,2025-11-18 00:00:00,11.8170,p,1
2025-10-29 09:37:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,197.5500,26147.9000,25950,2025-11-18 00:00:00,11.9128,p,1
2025-10-29 09:38:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,197.5500,26145.0000,25950,2025-11-18 00:00:00,11.8646,p,1
2025-10-29 09:39:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,201.6500,26136.2000,25950,2025-11-18 00:00:00,11.8946,p,1
2025-10-29 09:40:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,202.5500,26140.0000,25950,2025-11-18 00:00:00,11.9977,p,1
2025-10-29 09:41:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,202.5500,26135.0000,25950,2025-11-18 00:00:00,11.9136,p,1
2025-10-29 09:42:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,203.1500,26131.3000,25950,2025-11-18 00:00:00,11.8771,p,1
2025-10-29 09:43:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,200.0000,26145.8000,25950,2025-11-18 00:00:00,11.9852,p,1
2025-10-29 09:44:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,201.2500,26145.8000,25950,2025-11-18 00:00:00,12.0396,p,1
2025-10-29 09:45:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,196.0000,26155.0000,25950,2025-11-18 00:00:00,11.9651,p,1
2025-10-29 09:46:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,196.0000,26159.5000,25950,2025-11-18 00:00:00,12.0397,p,1
2025-10-29 09:47:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,191.9500,26150.0000,25950,2025-11-18 00:00:00,11.7065,p,1
2025-10-29 09:48:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,200.0500,26137.1000,25950,2025-11-18 00:00:00,11.8425,p,1
2025-10-29 09:49:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,206.0000,26130.0000,25950,2025-11-18 00:00:00,11.9795,p,1
2025-10-29 09:50:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,206.0000,26136.2000,25950,2025-11-18 00:00:00,12.0848,p,1
2025-10-29 09:51:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,197.1000,26156.7000,25950,2025-11-18 00:00:00,12.0424,p,1
2025-10-29 09:52:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,197.2000,26155.0000,25950,2025-11-18 00:00:00,12.0188,p,1
2025-10-29 09:53:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,197.2000,26145.1000,25950,2025-11-18 00:00:00,11.8542,p,1
2025-10-29 09:54:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,197.2000,26155.0000,25950,2025-11-18 00:00:00,12.0192,p,1
2025-10-29 09:55:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,197.2000,26161.0000,25950,2025-11-18 00:00:00,12.1187,p,1
2025-10-29 09:56:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,197.2000,26166.0000,25950,2025-11-18 00:00:00,12.2013,p,1
2025-10-29 09:57:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,197.2000,26154.0000,25950,2025-11-18 00:00:00,12.0032,p,1
2025-10-29 09:58:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,194.7000,26155.0000,25950,2025-11-18 00:00:00,11.9113,p,1
2025-10-29 09:59:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,196.0000,26152.0000,25950,2025-11-18 00:00:00,11.9183,p,1
2025-10-29 10:00:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,194.2500,26168.0000,25950,2025-11-18 00:00:00,12.1062,p,1
2025-10-29 10:01:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,194.2500,26173.4000,25950,2025-11-18 00:00:00,12.1948,p,1
2025-10-29 10:02:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,194.2500,26178.0000,25950,2025-11-18 00:00:00,12.2700,p,1
2025-10-29 10:03:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,194.2500,26173.0000,25950,2025-11-18 00:00:00,12.1887,p,1
2025-10-29 10:04:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,189.7000,26166.0000,25950,2025-11-18 00:00:00,11.8755,p,1
2025-10-29 10:05:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,189.7000,26163.0000,25950,2025-11-18 00:00:00,11.8266,p,1
2025-10-29 10:06:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,189.7000,26155.0000,25950,2025-11-18 00:00:00,11.6952,p,1
2025-10-29 10:07:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,189.7000,26160.0000,25950,2025-11-18 00:00:00,11.7777,p,1
2025-10-29 10:08:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,189.7000,26163.8000,25950,2025-11-18 00:00:00,11.8403,p,1
2025-10-29 10:09:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,189.7000,26170.0000,25950,2025-11-18 00:00:00,11.9419,p,1
2025-10-29 10:10:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,189.7000,26172.4000,25950,2025-11-18 00:00:00,11.9812,p,1
2025-10-29 10:11:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,183.0000,26186.3000,25950,2025-11-18 00:00:00,11.9118,p,1
2025-10-29 10:12:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,183.0000,26185.5000,25950,2025-11-18 00:00:00,11.8992,p,1
2025-10-29 10:13:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,183.0000,26173.0000,25950,2025-11-18 00:00:00,11.6978,p,1
2025-10-29 10:14:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,189.6500,26172.4000,25950,2025-11-18 00:00:00,11.9799,p,1
2025-10-29 10:15:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,189.6500,26171.4000,25950,2025-11-18 00:00:00,11.9638,p,1
2025-10-29 10:16:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,189.6500,26170.0000,25950,2025-11-18 00:00:00,11.9412,p,1
2025-10-29 10:17:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,189.6500,26171.8000,25950,2025-11-18 00:00:00,11.9708,p,1
2025-10-29 10:18:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,189.6500,26168.9000,25950,2025-11-18 00:00:00,11.9237,p,1
2025-10-29 10:19:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,189.6500,26167.0000,25950,2025-11-18 00:00:00,11.8928,p,1
2025-10-29 10:20:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,189.6500,26179.0000,25950,2025-11-18 00:00:00,12.0884,p,1
2025-10-29 10:21:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,185.8500,26181.8000,25950,2025-11-18 00:00:00,11.9670,p,1
2025-10-29 10:22:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,185.8500,26184.2000,25950,2025-11-18 00:00:00,12.0059,p,1
2025-10-29 10:23:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,180.0000,26191.3000,25950,2025-11-18 00:00:00,11.8619,p,1
2025-10-29 10:24:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,180.0000,26192.0000,25950,2025-11-18 00:00:00,11.8733,p,1
2025-10-29 10:25:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,180.0000,26199.0000,25950,2025-11-18 00:00:00,11.9848,p,1
2025-10-29 10:26:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,180.0000,26198.0000,25950,2025-11-18 00:00:00,11.9692,p,1
2025-10-29 10:27:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,175.6500,26214.9000,25950,2025-11-18 00:00:00,12.0424,p,1
2025-10-29 10:28:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,175.6500,26213.6000,25950,2025-11-18 00:00:00,12.0223,p,1
2025-10-29 10:29:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,175.2000,26219.1000,25950,2025-11-18 00:00:00,12.0884,p,1
2025-10-29 10:30:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,172.0500,26229.9000,25950,2025-11-18 00:00:00,12.1151,p,1
2025-10-29 10:31:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,170.7500,26232.9000,25950,2025-11-18 00:00:00,12.1032,p,1
2025-10-29 10:32:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,167.0500,26240.0000,25950,2025-11-18 00:00:00,12.0455,p,1
2025-10-29 10:33:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,168.5500,26245.0000,25950,2025-11-18 00:00:00,12.1898,p,1
2025-10-29 10:34:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,168.5500,26245.0000,25950,2025-11-18 00:00:00,12.1901,p,1
2025-10-29 10:35:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,170.0000,26238.0000,25950,2025-11-18 00:00:00,12.1487,p,1
2025-10-29 10:36:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,168.1500,26241.0000,25950,2025-11-18 00:00:00,12.1113,p,1
2025-10-29 10:37:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,170.0000,26239.0000,25950,2025-11-18 00:00:00,12.1644,p,1
2025-10-29 10:38:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,170.0000,26238.9000,25950,2025-11-18 00:00:00,12.1631,p,1
2025-10-29 10:39:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,171.4000,26225.5000,25950,2025-11-18 00:00:00,12.0198,p,1
2025-10-29 10:40:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,171.4000,26228.9000,25950,2025-11-18 00:00:00,12.0726,p,1
2025-10-29 10:41:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,171.0000,26232.0000,25950,2025-11-18 00:00:00,12.1027,p,1
2025-10-29 10:42:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,172.3000,26225.8000,25950,2025-11-18 00:00:00,12.0655,p,1
2025-10-29 10:43:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,172.3000,26235.0000,25950,2025-11-18 00:00:00,12.2078,p,1
2025-10-29 10:44:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,170.0000,26237.8000,25950,2025-11-18 00:00:00,12.1475,p,1
2025-10-29 10:45:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,168.1500,26241.9000,25950,2025-11-18 00:00:00,12.1270,p,1
2025-10-29 10:46:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,169.8000,26237.4000,25950,2025-11-18 00:00:00,12.1328,p,1
2025-10-29 10:47:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,169.8000,26230.0000,25950,2025-11-18 00:00:00,12.0192,p,1
2025-10-29 10:48:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,169.8000,26225.4000,25950,2025-11-18 00:00:00,11.9483,p,1
2025-10-29 10:49:00,NSE:NIFTY25N1825950PE,NSE:NIFTY25NOVFUT,169.8000,26219.8000,25950,2025-11-18 00:00:00,11.8618,p,1
